City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,Badger,64.8,-147.5333,2.06,86,40,1.54,US,1698870895
279,Srivardhan,18.0333,73.0167,24.7,52,20,2.46,IN,1698870895
280,Hadibu,12.65,54.0333,26.12,74,100,4.28,YE,1698870895
281,Stephenville,32.2207,-98.2023,14.93,33,0,1.54,US,1698870896
282,Pacific Grove,36.6177,-121.9166,28.08,16,0,2.57,US,1698870896
283,Sinop,41.7711,34.8709,14.83,83,100,1.11,TR,1698870896
284,Am Timan,11.0297,20.2827,24.32,82,99,3.83,TD,1698870896
285,Phongsali,21.6833,102.1058,13.09,96,10,0.0,LA,1698870896
286,Jumla,29.2747,82.1838,6.71,68,0,2.43,NP,1698870896
287,Mana,5.6592,-53.7767,27.79,80,38,5.02,GF,1698870897
288,Arica,-18.475,-70.3042,24.75,64,0,4.63,CL,1698870897
289,Kingston,17.997,-76.7936,29.53,84,75,5.66,JM,1698870073
290,Taman',45.2117,36.7161,17.46,91,100,2.22,RU,1698870897
291,Sitka,57.0531,-135.33,6.94,81,40,0.0,US,1698870897
292,Zaozersk,69.4005,32.4476,-6.7,96,54,0.7,RU,1698870897
293,Laascaanood,8.4774,47.3597,23.79,76,99,7.26,SO,1698870897
294,Kapit,2.0167,112.9333,22.81,99,100,0.18,MY,1698870898
295,Codrington,-38.2667,141.9667,12.37,69,100,3.57,AU,1698870898
296,Burang,30.25,81.1667,-1.45,52,5,1.89,CN,1698870614
297,Buchanan,5.8808,-10.0467,26.1,84,37,2.39,LR,1698870898
298,Olyokminsk,60.3736,120.4264,-19.45,87,100,3.07,RU,1698870898
299,Chinde,26.8418,88.0763,13.83,71,14,2.27,NP,1698870898
300,Flying Fish Cove,-10.4217,105.6791,25.82,88,75,3.6,CX,1698870898
301,Toulepleu Guere,6.574,-8.4259,23.44,88,28,1.03,CI,1698870899
302,Port Arthur,38.8,121.2667,16.12,80,6,4.58,CN,1698870899
303,Newman,37.3138,-121.0208,23.49,12,24,2.01,US,1698870899
304,Suzun,53.7841,82.3116,0.39,99,100,2.82,RU,1698870740
305,Tambura,5.6,27.4667,21.77,95,100,0.73,SS,1698870899
306,Yuli,9.6989,10.2744,26.25,65,84,2.15,NG,1698870899
307,Muroto-Misakicho,33.2833,134.15,19.44,52,0,1.79,JP,1698870900
308,Mili,6.0815,171.735,28.18,74,93,2.78,MH,1698870900
309,Port Saint John'S,-31.6229,29.5448,16.93,83,100,5.17,ZA,1698870900
310,Sungho 1-Tong,38.9914,125.9778,14.67,92,0,2.43,KP,1698870900
311,Prince Rupert,54.3161,-130.3201,10.05,65,75,7.72,CA,1698870900
312,Osa,57.2829,55.4567,2.09,100,100,1.1,RU,1698870900
313,Ad Dawadimi,24.5077,44.3924,22.64,52,78,5.36,SA,1698870900
314,Ishigaki,24.3448,124.1572,25.07,83,20,5.14,JP,1698870901
315,Greenwood,34.1668,-82.1165,12.12,24,0,5.66,US,1698870610
316,Kralendijk,12.15,-68.2667,27.89,79,100,6.1,BQ,1698870889
317,Kourou,5.1552,-52.6478,30.03,79,44,4.05,GF,1698870901
318,Crane,31.3974,-102.3501,14.69,26,0,6.81,US,1698870901
319,Nemuro,43.3236,145.575,12.15,89,100,7.63,JP,1698870902
320,Bonthe,7.5264,-12.505,26.36,83,19,2.87,SL,1698870902
321,Talara,-4.5772,-81.2719,25.42,65,0,6.69,PE,1698870903
322,Lodja,-3.4833,23.4333,21.22,99,84,0.88,CD,1698870903
323,Lompoc,34.6391,-120.4579,30.99,12,0,3.09,US,1698870903
324,Santa Ana,33.7456,-117.8678,32.14,11,20,2.06,US,1698870689
325,Tagiura,32.8817,13.3506,27.01,45,50,4.09,LY,1698870904
326,Viedma,-40.8135,-62.9967,12.33,36,23,6.74,AR,1698870904
327,Selfoss,63.9331,-20.9971,1.14,56,0,6.6,IS,1698870905
328,Val-D'Or,48.1002,-77.7828,-1.95,64,75,4.63,CA,1698870906
329,Fujin,47.26,132.0322,-3.02,45,75,2.77,CN,1698870906
330,Magadan,59.5667,150.8,-1.02,92,100,3.91,RU,1698870906
331,Mengcheng Chengguanzhen,33.2661,116.566,17.77,51,0,0.85,CN,1698870907
332,Yasnyy,51.0333,59.8742,8.89,92,34,5.3,RU,1698870908
333,Tofol,5.3248,163.0078,27.49,77,86,3.86,FM,1698870908
334,Santa Cruz,-17.8,-63.1667,31.7,58,40,10.8,BO,1698870658
335,Vadso,70.0744,29.7487,-0.91,80,75,4.12,NO,1698870909
336,San Antonio De Pale,-1.4014,5.6325,26.43,84,34,3.84,GQ,1698870910
337,Gryazi,52.4966,39.9359,15.1,55,99,5.81,RU,1698870882
338,Wick,58.4333,-3.0833,9.03,93,100,8.23,GB,1698870910
339,Akureyri,65.6835,-18.0878,-0.04,69,75,2.57,IS,1698870910
340,Porto Novo,6.4965,2.6036,26.9,86,78,2.02,BJ,1698870911
341,Jamestown,42.097,-79.2353,4.77,64,100,4.12,US,1698870269
342,Siwa Oasis,29.2041,25.5195,23.5,46,0,2.14,EG,1698870912
343,Pucallpa,-8.3791,-74.5539,25.02,100,75,2.57,PE,1698870912
344,Zemio,5.0314,25.1361,21.31,98,100,1.09,CF,1698870912
345,Rwamagana,-1.9487,30.4347,20.69,81,100,1.18,RW,1698870913
346,Murghob,38.1702,73.9667,-1.99,58,19,1.72,TJ,1698870913
347,Zhezqazghan,47.7833,67.7667,6.59,78,100,3.64,KZ,1698870914
348,Pikalevo,59.5183,34.1664,6.83,95,100,4.04,RU,1698870915
349,Mushie,-3.0167,16.9,23.08,80,95,0.99,CD,1698870915
350,Kabansk,52.0486,106.6528,-7.58,64,46,2.5,RU,1698870916
351,Pazarcik,37.4869,37.2996,16.11,41,53,2.05,TR,1698870916
352,Praia,14.9215,-23.5087,27.3,74,75,5.66,CV,1698870917
353,Buhe,30.2876,112.2298,17.86,74,0,3.12,CN,1698870917
354,Baskil,38.5679,38.8238,13.91,44,24,1.82,TR,1698870917
355,Lycksele,64.5954,18.6735,-3.07,80,75,5.14,SE,1698870918
356,Sinabang,2.4803,96.3801,25.49,85,100,1.19,ID,1698870918
357,Fort Mcmurray,56.7268,-111.381,2.73,55,0,2.57,CA,1698870918
358,Muntok,-2.0667,105.1833,25.82,84,98,2.2,ID,1698870919
359,Bayevo,53.2833,80.7667,0.84,99,100,5.93,RU,1698870919
360,South Hedland,-20.4089,118.5983,20.96,94,0,2.57,AU,1698870919
361,Tralee,52.2704,-9.7026,7.56,84,100,2.09,IE,1698870920
362,Garhi Khairo,28.0606,67.9803,25.65,25,0,1.41,PK,1698870920
363,Westport,41.1415,-73.3579,9.39,68,40,6.17,US,1698870638
364,Brokopondo,4.75,-55.1667,31.57,56,57,3.53,SR,1698870921
365,Kayangel,8.0823,134.7173,28.4,76,84,3.41,PW,1698870921
366,Kongolo,-5.3833,27.0,22.22,95,75,1.22,CD,1698870922
367,Uetze,52.4651,10.2047,13.58,88,100,2.06,DE,1698870922
368,Paka,4.6374,103.4368,24.99,94,99,0.0,MY,1698870922
369,Qaqortoq,60.7167,-46.0333,0.44,100,100,0.94,GL,1698870922
370,Bykhaw,53.5193,30.2469,8.14,86,99,3.77,BY,1698870923
371,Awjilah,29.1081,21.2869,22.12,39,0,1.47,LY,1698870923
372,Calama,-22.4667,-68.9333,23.27,10,0,11.83,CL,1698870764
373,La Paz,-16.5,-68.15,19.99,46,40,5.66,BO,1698870924
374,Union City,37.5958,-122.0192,26.01,36,0,2.57,US,1698870924
375,Tarko-Sale,64.9225,77.785,-10.5,90,100,3.87,RU,1698870924
376,Mogok,22.9167,96.5,16.48,92,100,0.6,MM,1698870924
377,Sandefjord,59.1312,10.2167,0.15,82,75,4.63,NO,1698870925
378,Praia Da Vitoria,38.7333,-27.0667,22.14,78,20,7.49,PT,1698870926
379,Nadi,-17.8,177.4167,27.0,74,40,2.06,FJ,1698870926
380,Elko,41.0002,-115.5012,14.3,18,95,5.36,US,1698870926
381,Fort Bragg,35.139,-79.006,11.57,29,0,8.23,US,1698870926
382,Boyolangu,-8.1181,111.8935,24.08,92,36,0.51,ID,1698870927
383,Tazovsky,67.4667,78.7,-13.31,93,99,3.93,RU,1698870741
384,Saudarkrokur,65.7461,-19.6394,-0.95,68,1,2.36,IS,1698870927
385,Rawson,-43.3002,-65.1023,19.16,19,0,5.66,AR,1698870655
386,Santarem,-2.4431,-54.7083,34.07,59,20,5.14,BR,1698870705
387,Laguna,38.421,-121.4238,24.54,30,0,2.57,US,1698870928
388,Mount Isa,-20.7333,139.5,24.87,23,6,2.06,AU,1698870929
389,Hartsville,34.374,-80.0734,13.83,32,0,0.89,US,1698870877
390,Zouerate,22.7187,-12.4521,28.89,18,0,4.53,MR,1698870929
391,Pacasmayo,-7.4006,-79.5714,21.37,75,98,6.41,PE,1698870929
392,Oroqen Zizhiqi,50.5667,123.7167,-2.91,96,100,1.65,CN,1698870930
393,Caleta De Carquin,-11.0925,-77.6267,21.18,76,100,5.66,PE,1698870930
394,Pago Pago,-14.2781,-170.7025,26.27,82,97,12.52,AS,1698870930
395,Whitby,54.4877,-0.615,9.06,84,50,0.89,GB,1698870931
396,Berezniki,59.4152,56.8124,-6.66,96,95,1.72,RU,1698870931
397,Acapulco De Juarez,16.8634,-99.8901,29.51,71,67,2.94,MX,1698870931
398,Tahe,52.3333,124.7333,-6.89,92,100,1.31,CN,1698870932
399,East London,-33.0153,27.9116,17.64,79,100,5.19,ZA,1698870932
400,Cozumel,20.5083,-86.9458,24.41,100,100,3.58,MX,1698870932
401,Madagali,10.8902,13.6312,27.43,27,91,0.77,NG,1698870933
402,Polyarnyy,69.1989,33.4478,-4.68,96,97,1.37,RU,1698870803
403,Al Kharj,24.155,47.3346,26.32,52,11,5.15,SA,1698870933
404,Junqueiro,-9.9253,-36.4758,24.67,76,70,5.81,BR,1698870934
405,Guerrero Negro,27.9769,-114.0611,28.47,27,100,3.54,MX,1698870934
406,Novo Aripuana,-5.1206,-60.3797,36.2,32,70,1.03,BR,1698870934
407,Fort St. John,56.2499,-120.8529,0.94,80,75,2.06,CA,1698870935
408,Trincomalee,8.5711,81.2335,26.83,82,100,1.26,LK,1698870935
409,Pimentel,-6.8367,-79.9342,22.16,73,75,8.75,PE,1698870935
410,Keren,15.7778,38.4581,21.77,71,54,2.59,ER,1698870936
411,Geraldton,-28.7667,114.6,13.23,76,14,3.6,AU,1698870936
412,Plettenberg Bay,-34.0527,23.3716,15.79,93,100,3.45,ZA,1698870936
413,Yanchep,-31.55,115.6833,17.75,64,16,5.56,AU,1698870937
414,Bardai,11.65,7.2333,24.94,24,100,2.97,NG,1698870937
415,Suva,-18.1416,178.4415,26.71,89,75,7.2,FJ,1698870938
416,Lianjiang,21.6467,110.2817,20.79,89,45,1.96,CN,1698870938
417,Boca Do Acre,-8.7522,-67.3978,25.32,86,100,1.4,BR,1698870938
418,Rydeback,55.9667,12.7667,8.99,94,100,8.54,SE,1698870939
419,Bidart,43.4376,-1.5913,21.64,68,0,8.23,FR,1698870939
420,Keelung,25.1283,121.7419,25.05,89,8,3.97,TW,1698870939
421,Pyay,18.8167,95.2167,22.91,93,62,1.06,MM,1698870940
422,Summerside,46.3959,-63.7876,2.19,100,100,4.12,CA,1698870550
423,Camalu,30.85,-116.0667,24.73,22,61,4.22,MX,1698870940
424,Huarmey,-10.0681,-78.1522,22.22,72,6,5.28,PE,1698870941
425,Digri,25.1558,69.1113,27.74,32,4,2.56,PK,1698870941
426,Askoy,60.4092,5.226,4.16,93,75,3.6,NO,1698870941
427,Carqueiranne,43.0953,6.073,15.84,86,0,1.54,FR,1698870941
428,Corner Brook,48.9667,-57.9484,2.09,68,100,1.8,CA,1698870942
429,Colares,38.7992,-9.4469,19.94,93,84,10.28,PT,1698870942
430,Zilair,52.2332,57.4392,5.74,93,99,4.27,RU,1698870942
431,Ciudad Mante,22.7333,-98.9667,19.64,25,57,4.05,MX,1698870942
432,Thinadhoo,0.5333,72.9333,27.28,81,80,5.3,MV,1698870943
433,Dunedin,-45.8742,170.5036,12.11,98,100,2.68,NZ,1698870943
434,Isla Mujeres,21.2311,-86.731,28.03,67,100,8.54,MX,1698870943
435,Dongola,19.1667,30.4833,27.25,25,0,5.73,SD,1698870943
436,Bay City,43.5945,-83.8889,5.12,52,75,4.63,US,1698870838
437,Ak-Suu,42.4995,78.527,2.95,95,100,1.18,KG,1698870943
438,The Bottom,17.6259,-63.2492,28.31,75,13,7.06,BQ,1698870944
439,Sidi Akkacha,36.4647,1.3026,19.16,65,38,2.72,DZ,1698870944
440,Plastun,44.7561,136.2939,0.56,70,93,2.5,RU,1698870738
441,Cabo San Lucas,22.8909,-109.9124,32.56,58,20,3.6,MX,1698870944
442,Jiazi,22.8779,116.067,21.58,87,48,4.12,CN,1698870945
443,Puerto Aysen,-45.4,-72.7,16.2,55,4,0.59,CL,1698870740
444,Yaren,-0.5472,166.916,28.44,72,37,1.47,NR,1698870945
445,Madhupur,24.25,86.65,22.28,68,64,1.16,IN,1698870945
446,Sebastopol,44.6,33.5333,15.56,68,1,1.13,UA,1698870945
447,Tukrah,32.5341,20.5791,22.94,52,52,3.69,LY,1698870946
448,Namibe,-15.1961,12.1522,19.06,86,16,1.56,AO,1698870946
449,Bel Ombre,-4.6167,55.4167,27.91,83,20,3.09,SC,1698870946
450,Bor,56.3567,44.0669,11.96,87,83,3.69,RU,1698870946
451,Mongoumba,3.6415,18.5936,21.77,96,100,0.56,CF,1698870947
452,Usogorsk,63.4106,48.6872,-10.74,99,94,3.39,RU,1698870947
453,Kuloy,61.0305,42.4925,-3.28,95,100,4.44,RU,1698870947
454,Lewistown,40.5992,-77.5714,7.12,79,75,4.63,US,1698870947
455,Malango,-2.9627,119.9001,18.78,93,100,1.12,ID,1698870948
456,Ambalangoda,6.2355,80.0538,24.33,93,100,1.37,LK,1698870948
457,Steinbach,50.1667,8.5667,12.66,74,0,4.63,DE,1698870948
458,Mainit,9.535,125.5231,25.69,85,11,0.55,PH,1698870948
459,Aliabad,41.4822,46.6353,12.79,82,18,3.09,AZ,1698870948
460,Hirara,24.8,125.2833,24.15,83,40,4.12,JP,1698870948
461,Vokhtoga,58.8147,41.0461,6.64,99,100,2.98,RU,1698870949
462,Jinchang,38.4953,102.1739,8.25,54,64,0.82,CN,1698870949
463,Noyabrsk,63.1994,75.4507,-9.87,89,100,3.13,RU,1698870949
464,Vanimo,-2.6741,141.3028,24.93,90,98,1.96,PG,1698870949
465,Chidawa,28.2401,75.6456,23.72,36,33,2.29,IN,1698870949
466,Belokurikha,51.9959,84.9896,3.11,80,100,1.75,RU,1698870950
467,Lucapa,-8.4192,20.7447,19.42,98,100,0.9,AO,1698870950
468,Choibalsan,48.0667,114.5,-4.55,94,100,8.21,MN,1698870950
469,Mildura,-34.2,142.15,10.04,78,14,5.09,AU,1698870950
470,Miahuatlan,18.5667,-97.4333,13.77,78,95,5.08,MX,1698870950
471,Restrepo,3.822,-76.5224,26.19,88,100,2.44,CO,1698870950
472,Saint-Joseph,-21.3667,55.6167,21.93,82,100,3.74,RE,1698870951
473,Pocahontas,36.2615,-90.9712,8.36,54,0,2.24,US,1698870951
474,Oktyabr'Skiy,54.4815,53.471,6.61,89,5,4.47,RU,1698870951
475,Daye,30.0833,114.95,17.73,76,0,2.25,CN,1698870951
476,Sirte,31.2089,16.5887,26.12,41,13,3.03,LY,1698870951
477,Talcahuano,-36.7167,-73.1167,14.82,55,20,7.72,CL,1698870951
478,Berdigestyakh,62.0989,126.6992,-17.56,94,100,3.56,RU,1698870952
479,Haiku-Pauwela,20.9219,-156.3051,28.36,68,20,2.06,US,1698870952
480,San Jose De Jachal,-30.2406,-68.7469,21.13,34,60,8.54,AR,1698870952
481,Skovorodino,53.9833,123.9167,-12.55,81,3,1.71,RU,1698870952
482,Amboanjo,-22.6667,47.8167,22.84,91,100,4.62,MG,1698870952
483,Al Wajh,26.2455,36.4525,25.97,65,0,2.06,SA,1698870952
484,Kamin-Kashyrskyi,51.6241,24.9586,8.08,78,99,1.06,UA,1698870953
485,Meulaboh,4.1363,96.1285,24.43,89,100,1.59,ID,1698870953
486,Tabou,4.423,-7.3528,25.9,88,19,3.38,CI,1698870953
487,Callao,-12.0667,-77.15,20.95,73,100,3.6,PE,1698870546
488,Kaohsiung,22.6163,120.3133,24.46,90,40,1.54,TW,1698870331
489,Suez,29.9737,32.5263,22.17,83,0,4.73,EG,1698870953
490,Conception Bay South,47.4999,-52.9981,7.03,88,100,4.48,CA,1698870793
491,Tokmok,42.8417,75.3016,7.12,66,29,0.84,KG,1698870667
492,Dawson Creek,55.7666,-120.2362,3.8,65,0,0.0,CA,1698870954
493,Pemangkat,1.1667,108.9667,25.4,86,100,1.54,ID,1698870954
494,Zhoushan,30.0108,122.2047,21.11,71,0,5.61,CN,1698870954
495,Tari,12.4086,4.4914,28.48,18,43,2.32,NG,1698870954
496,Chipinge,-20.1883,32.6236,12.91,89,100,0.61,ZW,1698870954
497,Saldanha,-33.0117,17.9442,24.03,55,100,5.47,ZA,1698870954
498,Les Avirons,-21.2418,55.3394,23.03,80,97,3.64,RE,1698870954
499,Bubaque,11.2833,-15.8333,28.49,73,29,3.88,GW,1698870955
500,Almus,40.3758,36.9044,16.57,64,100,1.69,TR,1698870955
501,Tiquipaya,-17.3382,-66.2189,27.4,25,75,9.83,BO,1698870955
502,Labin,45.095,14.1197,13.62,79,99,2.37,HR,1698870955
503,New Norfolk,-42.7826,147.0587,8.84,74,90,1.31,AU,1698870955
504,Ribeira Brava,32.65,-17.0667,21.67,86,42,2.14,PT,1698870955
505,Karratha,-20.7377,116.8463,23.97,54,0,4.18,AU,1698870955
506,Akita,39.7167,140.1167,16.02,80,62,4.99,JP,1698870956
507,Kandyagash,49.4744,57.4233,7.42,77,94,4.13,KZ,1698870956
508,La Mohammedia,36.6745,10.1563,21.61,73,12,5.08,TN,1698870956
509,Carnarvon,-24.8667,113.6333,20.76,76,0,6.52,AU,1698870956
510,Trevelin,-43.0858,-71.4639,13.47,55,54,3.74,AR,1698870956
511,Morehead City,34.7229,-76.726,12.0,47,75,7.72,US,1698870956
512,Kirkwall,58.9848,-2.9587,9.03,93,75,8.75,GB,1698870957
513,Broken Hill,-31.95,141.4333,14.68,32,100,4.61,AU,1698870691
514,Campbell River,50.0163,-125.2446,9.22,87,75,1.54,CA,1698870957
515,Al Hufuf,25.3646,49.5653,25.19,78,0,0.0,SA,1698870957
516,Ambodifotatra,-16.9833,49.85,25.51,81,26,3.86,MG,1698870957
517,Mecitozu,40.52,35.2953,15.27,60,100,1.31,TR,1698870957
518,Prymors'K,46.7348,36.3443,14.97,84,100,6.43,UA,1698870957
519,Upington,-28.4478,21.2561,22.21,17,83,2.06,ZA,1698870758
520,Jinzhou,41.1078,121.1417,8.16,73,0,2.88,CN,1698870958
521,Detroit Lakes,46.8172,-95.8453,2.14,64,100,2.57,US,1698870709
522,Port Douglas,-16.4833,145.4667,22.27,73,49,1.51,AU,1698870958
523,Al Khums,32.6486,14.2619,25.0,62,57,4.49,LY,1698870958
524,Northam,51.0333,-4.2167,9.25,94,100,15.36,GB,1698870958
525,Tashtagol,52.7657,87.8894,0.29,99,100,1.34,RU,1698870958
526,Rivne,50.6231,26.2274,11.15,74,100,2.16,UA,1698870959
527,Manismata,-2.4667,111.0333,23.28,99,100,0.86,ID,1698870959
528,Kununurra,-15.7667,128.7333,23.99,88,7,1.54,AU,1698870959
529,Ormara,25.2088,64.6357,27.65,64,16,1.15,PK,1698870959
530,Santa Rosalia,27.3167,-112.2833,25.77,43,100,4.85,MX,1698870869
531,Mata-Utu,-13.2816,-176.1745,27.77,76,77,8.56,WF,1698870959
532,Sur,22.5667,59.5289,25.99,57,5,0.78,OM,1698870960
533,Cobija,-11.0267,-68.7692,30.1,70,75,3.09,BO,1698870960
534,Dar Chioukh,34.8964,3.4854,14.85,70,14,2.77,DZ,1698870960
535,Konarka,19.9,86.1167,24.22,81,43,1.39,IN,1698870960
536,Fallon,39.4735,-118.7774,16.62,23,75,1.54,US,1698870960
537,Susanville,40.4163,-120.653,12.91,26,0,1.54,US,1698870961
538,Yung Shue Wan,22.2333,114.1167,24.86,81,25,5.73,HK,1698870961
539,Bu'Aale,1.0833,42.5833,24.87,89,99,1.71,SO,1698870961
540,Portland,45.5234,-122.6762,12.83,63,100,6.17,US,1698870420
541,Kargasok,59.0556,80.8572,-9.46,87,100,1.79,RU,1698870737
542,Kiboga,0.9161,31.7742,17.79,97,100,0.46,UG,1698870962
543,Papao,-17.75,-149.55,27.82,84,86,11.74,PF,1698870962
544,Kindu,-2.95,25.95,21.77,99,100,0.64,CD,1698870964
545,Bikenibeu Village,1.3673,173.1241,25.98,94,100,1.54,KI,1698870965
546,Chicoana,-25.1009,-65.5331,23.03,67,68,4.37,AR,1698870965
547,Wanning,18.8003,110.3967,24.71,89,91,1.71,CN,1698870965
548,Aginskoye,51.1,114.53,-8.68,67,88,2.61,RU,1698870966
549,Hopelchen,19.7667,-89.85,29.53,58,93,2.02,MX,1698870966
550,Cooper'S Town,26.8667,-77.5167,25.68,76,61,8.29,BS,1698870966
551,Al Ghayzah,16.2079,52.176,26.49,69,46,3.7,YE,1698870966
552,Melekeok Village,7.4957,134.6367,28.0,76,77,2.75,PW,1698870967
553,Tadine,-21.55,167.8833,21.85,57,99,3.84,NC,1698870967
554,Phichit,16.25,100.4167,23.05,93,66,1.24,TH,1698870967
555,Chibougamau,49.9168,-74.3659,-5.21,74,100,5.14,CA,1698870968
556,Kirakira,-10.4544,161.9205,27.35,83,100,3.88,SB,1698870968
557,Farsan,32.2569,50.561,10.02,57,99,0.11,IR,1698870968
558,Extrema,-22.8547,-46.3183,18.17,92,89,2.94,BR,1698870969
559,Bhimunipatnam,17.8833,83.4333,23.55,86,45,2.98,IN,1698870969
